,YEAR,DAY_OF_WEEK,DAY_OF_WEEK_STR,FL_DATE,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_Name,ORIGIN_IATA,ORIGIN_ICAO,ORIGIN_CITY_MARKET_ID,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_Latitude,ORIGIN_Longitude,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_Name,DEST_IATA,DEST_ICAO,DEST_CITY_MARKET_ID,DEST_CITY_NAME,DEST_STATE_ABR,DEST_Latitude,DEST_Longitude,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ORIGIN_STATION,ORIGIN_DATE,ORIGIN_AWND,ORIGIN_PGTM,ORIGIN_PRCP,ORIGIN_SNOW,ORIGIN_SNWD,ORIGIN_TAVG,ORIGIN_TMAX,ORIGIN_TMIN,ORIGIN_WDF2,ORIGIN_WDF5,ORIGIN_WSF2,ORIGIN_WSF5,ORIGIN_WT01,ORIGIN_WT02,ORIGIN_WT03,ORIGIN_WT04,ORIGIN_WT05,ORIGIN_WT06,ORIGIN_WT07,ORIGIN_WT08,ORIGIN_WT09,ORIGIN_WESD,ORIGIN_WT10,ORIGIN_PSUN,ORIGIN_TSUN,ORIGIN_SN32,ORIGIN_SX32,ORIGIN_TOBS,ORIGIN_WT11,DEST_STATION,DEST_DATE,DEST_AWND,DEST_PGTM,DEST_PRCP,DEST_SNOW,DEST_SNWD,DEST_TAVG,DEST_TMAX,DEST_TMIN,DEST_WDF2,DEST_WDF5,DEST_WSF2,DEST_WSF5,DEST_WT01,DEST_WT02,DEST_WT03,DEST_WT04,DEST_WT05,DEST_WT06,DEST_WT07,DEST_WT08,DEST_WT09,DEST_WESD,DEST_WT10,DEST_PSUN,DEST_TSUN,DEST_SN32,DEST_SX32,DEST_TOBS,DEST_WT11
503964,2019,5,Fri,2019-01-25 00:00:00 UTC,10713,1071302,Boise Air Terminal Gowen Field,BOI,KBOI,30713,"Boise, ID",ID,43.56,-116.22,14747,1474703,Seattle Tacoma International,SEA,KSEA,30559,"Seattle, WA",WA,47.44,-122.3,843,8,8,0,-5,0,0,USW00024131,2019-01-25 00:00:00 UTC,5.14,,0,0,0,36,47,27,330,320,16.1,21.9,,,,,,,,,,,,,,,,,,USW00024233,2019-01-25 00:00:00 UTC,4.92,,0,0,0,44,50,39,20,340,10.1,13,1,,,,,,,,,,,,,,,,
217704,2019,2,Tue,2019-01-08 00:00:00 UTC,13204,1320402,Orlando International,MCO,KMCO,31454,"Orlando, FL",FL,28.42,-81.3,14254,1425404,Mercedita,PSE,TJPS,34254,"Ponce, PR",PR,18,-66.56,301,-12,0,0,-3,0,0,USW00012815,2019-01-08 00:00:00 UTC,3.13,,0,0,0,67,79,55,310,270,12.1,16.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524302,2019,4,Thu,2019-01-10 00:00:00 UTC,13487,1348702,Minneapolis St Paul International Wold Chamberlain,MSP,KMSP,31650,"Minneapolis, MN",MN,44.88,-93.22,12094,1209402,Yampa Valley,HDN,KHDN,34699,"Hayden, CO",CO,40.48,-107.21,1249,-9,0,0,3,3,0,USW00012917,2019-01-10 00:00:00 UTC,3.36,,0,,,51,64,39,110,110,10.1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521841,2019,3,Wed,2019-01-09 00:00:00 UTC,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,12889,1288903,McCarran International,LAS,KLAS,32211,"Las Vegas, NV",NV,36.08,-115.15,1333,-8,0,0,-2,0,0,USW00094847,2019-01-09 00:00:00 UTC,16.33,,0.01,0.1,0,30,35,23,290,280,25.1,33.1,,,,,,,,1,,,,,,,,,,USW00023169,2019-01-09 00:00:00 UTC,3.8,,0,0,0,52,62,45,90,80,8.1,10.1,,,,,,,,,,,,,,,,,
203100,2019,4,Thu,2019-01-03 00:00:00 UTC,11057,1105703,Charlotte Douglas International,CLT,KCLT,31057,"Charlotte, NC",NC,35.21,-80.94,15919,1591904,Northwest Arkansas Regional,XNA,KXNA,31834,"Fayetteville, AR",AR,36.28,-94.3,2340,-22,0,0,-7,0,0,USW00013881,2019-01-03 00:00:00 UTC,2.68,,0.48,0,0,52,56,49,140,60,8.9,17,1,,,,,,,,,,,,,,,,,USW00053922,2019-01-03 00:00:00 UTC,5.59,,0.27,0,0,,42,33,50,50,14.1,18.1,1,,,,,,,1,,,,,,,,,
534319,2019,5,Fri,2019-01-11 00:00:00 UTC,13204,1320402,Orlando International,MCO,KMCO,31454,"Orlando, FL",FL,28.42,-81.3,10721,1072102,General Edward Lawrence Logan International,BOS,KBOS,30721,"Boston, MA",MA,42.36,-71,1525,-14,0,0,-8,0,0,USW00012815,2019-01-11 00:00:00 UTC,9.62,,0,0,0,57,74,48,60,40,17,29.1,,,,,,,,,,,,,,,,,,USW00014739,2019-01-11 00:00:00 UTC,18.12,,0,0,,27,30,17,320,310,28,35.1,,,,,,,,,,,,,,,,,
8711,2019,4,Thu,2019-01-31 00:00:00 UTC,12892,1289208,Los Angeles International,LAX,KLAX,32575,"Los Angeles, CA",CA,33.94,-118.4,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,1904,-7,0,0,0,0,0,USW00023174,2019-01-31 00:00:00 UTC,7.38,,0.81,,,58,60,53,40,30,23.9,27.1,1,,1,,,,,,,,,,,,,,,USW00003017,2019-01-31 00:00:00 UTC,9.62,,0,0,0,35,48,21,130,160,18.1,23,,,,,,,,,,,,,,,,,
566282,2019,7,Sun,2019-01-20 00:00:00 UTC,14771,1477104,San Francisco International,SFO,KSFO,32457,"San Francisco, CA",CA,37.61,-122.37,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,2012,-7,0,0,15,15,1,USW00023234,2019-01-20 00:00:00 UTC,12.97,,0.25,,,59,58,53,270,270,40,49,1,,,,,,,1,,,,,,,,,,USW00094846,2019-01-20 00:00:00 UTC,13.42,,0,0,5.1,12,14,4,350,330,21,28,,,,,,,,,,,,,,,,,
298618,2019,6,Sat,2019-01-12 00:00:00 UTC,12478,1247805,John F Kennedy International,JFK,KJFK,31703,"New York, NY",NY,40.63,-73.77,14771,1477104,San Francisco International,SFO,KSFO,32457,"San Francisco, CA",CA,37.61,-122.37,1906,-49,0,0,-7,0,0,USW00014732,2019-01-12 00:00:00 UTC,8.05,,0,0,0,26,34,21,300,330,17,21,,,,,,,,,,,,,,,,,,USW00023234,2019-01-12 00:00:00 UTC,3.8,,0.01,,,58,62,56,200,200,15,16.1,,,,,,,,,,,,,,,,,
16615,2019,7,Sun,2019-01-13 00:00:00 UTC,14057,1405702,Portland International,PDX,KPDX,34057,"Portland, OR",OR,45.58,-122.59,11298,1129806,Dallas Fort Worth International,DFW,KDFW,30194,"Dallas/Fort Worth, TX",TX,32.89,-97.03,1352,18,18,1,-3,0,0,USW00024229,2019-01-13 00:00:00 UTC,14.32,,0,0,0,45,52,33,100,100,30,36,,,,,,,,,,,,,,,,,,USW00013961,2019-01-13 00:00:00 UTC,10.29,,0,,,,41,34,350,350,17,25.1,,,,,,,,,,,,,,,,,
161206,2019,2,Tue,2019-01-22 00:00:00 UTC,10821,1082106,Baltimore Washington International Thurgood Marshall,BWI,KBWI,30852,"Baltimore, MD",MD,39.17,-76.66,12339,1233904,Indianapolis International,IND,KIND,32337,"Indianapolis, IN",IN,39.71,-86.29,1011,-9,0,0,-4,0,0,USW00093721,2019-01-22 00:00:00 UTC,4.92,,0,0,0,20,33,11,300,290,13,15,,,,,,,,,,,,,,,,,,USW00093819,2019-01-22 00:00:00 UTC,13.65,,0.03,0,1.2,22,43,14,140,160,19.9,25.9,,,,,,,,,,,,,,,,,
419247,2019,2,Tue,2019-01-08 00:00:00 UTC,12889,1288903,McCarran International,LAS,KLAS,32211,"Las Vegas, NV",NV,36.08,-115.15,14831,1483106,Norman Y. Mineta San Jose International,SJC,KSJC,32457,"San Jose, CA",CA,37.36,-121.92,829,-16,0,0,-4,0,0,USW00023169,2019-01-08 00:00:00 UTC,2.01,,0,0,0,50,58,44,70,40,6.9,10.1,,,,,,,,,,,,,,,,,,USW00023293,2019-01-08 00:00:00 UTC,7.83,,0.02,,,,61,51,140,150,23.9,31.1,1,,,,,,,,,,,,,,,,
504190,2019,7,Sun,2019-01-06 00:00:00 UTC,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,13495,1349505,Louis Armstrong New Orleans International,MSY,KMSY,33495,"New Orleans, LA",LA,29.99,-90.25,1400,-17,0,0,-1,0,0,USW00013874,2019-01-06 00:00:00 UTC,6.49,,0,0,0,53,69,43,320,320,13,15,,,,,,,,,,,,,,,,,,USW00012916,2019-01-06 00:00:00 UTC,2.91,,0,,,56,69,44,150,180,10.1,14.1,1,1,,,,,,1,,,,,,,,,
101813,2019,2,Tue,2019-01-29 00:00:00 UTC,11057,1105703,Charlotte Douglas International,CLT,KCLT,31057,"Charlotte, NC",NC,35.21,-80.94,14100,1410005,Philadelphia International,PHL,KPHL,34100,"Philadelphia, PA",PA,39.87,-75.24,1623,7,7,0,11,11,0,USW00013881,2019-01-29 00:00:00 UTC,8.5,,0.08,0,0,47,54,28,210,240,18.1,25.9,1,,,,,,,,,,,,,,,,,USW00013739,2019-01-29 00:00:00 UTC,7.16,,0.16,0,0,32,43,23,330,320,23,29.1,1,,,,,,,,,,,,,,,,
88135,2019,7,Sun,2019-01-06 00:00:00 UTC,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,11278,1127805,Ronald Reagan Washington National,DCA,KDCA,30852,"Washington, DC",VA,38.85,-77.03,2312,-18,0,0,-8,0,0,USW00094846,2019-01-06 00:00:00 UTC,11.63,,0,0,0,38,40,30,110,120,21.9,29.1,,,,,,,,,,,,,,,,,,USW00093738,2019-01-06 00:00:00 UTC,8.72,,0,0,0,44,54,29,320,310,25.9,36.9,,,,,,,,,,,,,,,,,
15270,2019,7,Sun,2019-01-27 00:00:00 UTC,11697,1169706,Fort Lauderdale Hollywood International,FLL,KFLL,32467,"Fort Lauderdale, FL",FL,26.07,-80.15,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,1917,108,108,1,104,104,1,USW00012849,2019-01-27 00:00:00 UTC,8.72,,1.42,,,68,74,60,270,280,23.9,29.1,1,,1,,,,,,,,,,,,,,,USW00094846,2019-01-27 00:00:00 UTC,6.93,,0,0,7.1,4,11,-5,130,120,15,19,,,,,,,,,,,,,,,,,
379332,2019,4,Thu,2019-01-03 00:00:00 UTC,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,10431,1043105,Asheville Regional,AVL,KAVL,30431,"Asheville, NC",NC,35.43,-82.54,1508,-2,0,0,-4,0,0,USW00013874,2019-01-03 00:00:00 UTC,5.37,,0.15,0,0,52,55,51,340,330,15,18.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439573,2019,6,Sat,2019-01-05 00:00:00 UTC,14100,1410005,Philadelphia International,PHL,KPHL,34100,"Philadelphia, PA",PA,39.87,-75.24,13931,1393102,Norfolk International,ORF,KORF,33667,"Norfolk, VA",VA,36.89,-76.2,1934,1,1,0,18,18,1,USW00013739,2019-01-05 00:00:00 UTC,10.29,,0.53,0,0,44,47,40,310,350,18.1,23.9,1,,,,,,,,,,,,,,,,,USW00013737,2019-01-05 00:00:00 UTC,10.96,,0.01,0,0,58,64,50,240,240,25.1,36,,,,,,,,,,,,,,,,,
161119,2019,2,Tue,2019-01-22 00:00:00 UTC,10800,1080003,Bob Hope,BUR,KBUR,32575,"Burbank, CA",CA,34.2,-118.35,14831,1483106,Norman Y. Mineta San Jose International,SJC,KSJC,32457,"San Jose, CA",CA,37.36,-121.92,1316,-19,0,0,-6,0,0,USW00014710,2019-01-22 00:00:00 UTC,9.84,155,0,0,5.1,,25,4,320,310,25.1,34,,,,,,,,,,,,,,,,,,USW00023293,2019-01-22 00:00:00 UTC,5.59,,0,,,,59,41,320,350,15,21,,,,,,,,,,,,,,,,,
458509,2019,1,Mon,2019-01-21 00:00:00 UTC,10721,1072102,General Edward Lawrence Logan International,BOS,KBOS,30721,"Boston, MA",MA,42.36,-71,14635,1463502,Southwest Florida International,RSW,KRSW,31714,"Fort Myers, FL",FL,26.53,-81.75,1051,19,19,1,35,35,1,USW00014739,2019-01-21 00:00:00 UTC,20.13,,0,0,,9,10,5,290,320,29.1,40.9,,,,,,,,1,1,,,,,,,,,USW00012894,2019-01-21 00:00:00 UTC,6.71,,0,0,0,,65,40,30,90,13,16.1,,,,,,,,,,,,,,,,,
148159,2019,7,Sun,2019-01-27 00:00:00 UTC,13232,1323202,Chicago Midway International,MDW,KMDW,30977,"Chicago, IL",IL,41.78,-87.75,13198,1319801,Kansas City International,MCI,KMCI,33198,"Kansas City, MO",MO,39.29,-94.71,1131,36,36,1,50,50,1,USW00094846,2019-01-27 00:00:00 UTC,6.93,,0,0,7.1,4,11,-5,130,120,15,19,,,,,,,,,,,,,,,,,,USW00003947,2019-01-27 00:00:00 UTC,12.3,,0,0,0,31,44,22,210,220,25.1,35.1,,,,,,,,1,,,,,,,,,
219222,2019,4,Thu,2019-01-10 00:00:00 UTC,11697,1169706,Fort Lauderdale Hollywood International,FLL,KFLL,32467,"Fort Lauderdale, FL",FL,26.07,-80.15,14524,1452401,Richmond International,RIC,KRIC,34524,"Richmond, VA",VA,37.5,-77.31,1609,-5,0,0,-13,0,0,USW00012849,2019-01-10 00:00:00 UTC,9.4,,0,,,61,69,51,330,340,15,21.9,,,,,,,,,,,,,,,,,,USW00013740,2019-01-10 00:00:00 UTC,13.42,,0,0,0,35,40,27,310,310,29.1,35.1,,,,,,,,,,,,,,,,,
460305,2019,3,Wed,2019-01-02 00:00:00 UTC,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,1744,7,7,0,-5,0,0,USW00094846,2019-01-02 00:00:00 UTC,8.72,,0.01,0.1,0,28,30,26,260,240,19.9,29.1,1,,,,,1,,,,,,,,,,,,USW00023183,2019-01-02 00:00:00 UTC,3.36,,0,,,41,52,30,180,210,8.1,11,,,,,,,,,,,,,,,,,
239682,2019,1,Mon,2019-01-14 00:00:00 UTC,14679,1467903,San Diego International,SAN,KSAN,33570,"San Diego, CA",CA,32.7,-117.1,14831,1483106,Norman Y. Mineta San Jose International,SJC,KSJC,32457,"San Jose, CA",CA,37.36,-121.92,828,-12,0,0,-7,0,0,USW00023188,2019-01-14 00:00:00 UTC,6.71,,0.41,,,58,62,54,130,140,19.9,27.1,1,,,,,,,,,,,,,,,,,USW00023293,2019-01-14 00:00:00 UTC,8.05,,0.08,,,,57,48,150,140,21,28,1,,,,,,,,,,,,,,,,
257625,2019,3,Wed,2019-01-09 00:00:00 UTC,12884,1288403,Capital City,LAN,KLAN,32884,"Lansing, MI",MI,42.77,-84.58,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,1451,217,217,1,216,216,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00094847,2019-01-09 00:00:00 UTC,16.33,,0.01,0.1,0,30,35,23,290,280,25.1,33.1,,,,,,,,1,,,,,,,,,
357462,2019,5,Fri,2019-01-11 00:00:00 UTC,12892,1289208,Los Angeles International,LAX,KLAX,32575,"Los Angeles, CA",CA,33.94,-118.4,13830,1383002,Kahului,OGG,PHOG,33830,"Kahului, HI",HI,20.8,-156.4,1257,7,7,0,-8,0,0,USW00023174,2019-01-11 00:00:00 UTC,6.71,,0,,,56,65,51,110,150,12.1,14.1,1,,,,,,,1,,,,,,,,,,USW00022521,2019-01-11 00:00:00 UTC,4.7,,0,,,76,83,70,200,220,12.1,15,,,,,,,,,,,,,,,,,
359205,2019,4,Thu,2019-01-10 00:00:00 UTC,13487,1348702,Minneapolis St Paul International Wold Chamberlain,MSP,KMSP,31650,"Minneapolis, MN",MN,44.88,-93.22,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,2008,-10,0,0,2,2,0,USW00012917,2019-01-10 00:00:00 UTC,3.36,,0,,,51,64,39,110,110,10.1,13,,,,,,,,,,,,,,,,,,USW00094846,2019-01-10 00:00:00 UTC,4.47,,0,0,0,18,24,14,330,320,14.1,19,,,,,,,,,,,,,,,,,
323429,2019,6,Sat,2019-01-05 00:00:00 UTC,12264,1226402,Washington Dulles International,IAD,KIAD,30852,"Washington, DC",DC,38.94,-77.45,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,940,-9,0,0,-1,0,0,USW00093738,2019-01-05 00:00:00 UTC,8.95,,0.11,0,0,46,53,40,310,310,25.1,31.1,1,,,,,,,,,,,,,,,,,USW00094847,2019-01-05 00:00:00 UTC,7.61,,0,0,0,38,50,30,300,310,21,28,1,,,,,,,1,,,,,,,,,
259969,2019,5,Fri,2019-01-25 00:00:00 UTC,14771,1477104,San Francisco International,SFO,KSFO,32457,"San Francisco, CA",CA,37.61,-122.37,12892,1289208,Los Angeles International,LAX,KLAX,32575,"Los Angeles, CA",CA,33.94,-118.4,830,0,0,0,-1,0,0,USW00023234,2019-01-25 00:00:00 UTC,3.8,,0,,,54,65,44,350,350,14.1,15,,,,,,,,,,,,,,,,,,USW00023174,2019-01-25 00:00:00 UTC,4.47,,0,,,62,75,50,270,280,17,19.9,,,,,,,,,,,,,,,,,
272476,2019,4,Thu,2019-01-17 00:00:00 UTC,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,11697,1169706,Fort Lauderdale Hollywood International,FLL,KFLL,32467,"Fort Lauderdale, FL",FL,26.07,-80.15,1723,-1,0,0,-1,0,0,USW00094847,2019-01-17 00:00:00 UTC,5.59,,0.03,0.4,0,25,31,21,100,100,13,17,1,1,,,,,,1,,,,,,,,,,USW00012849,2019-01-17 00:00:00 UTC,5.14,,0,,,64,77,55,100,100,12.1,14.1,,,,,,,,,,,,,,,,,
139503,2019,3,Wed,2019-01-02 00:00:00 UTC,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,14100,1410005,Philadelphia International,PHL,KPHL,34100,"Philadelphia, PA",PA,39.87,-75.24,2354,-1,0,0,14,14,0,USW00003017,2019-01-02 00:00:00 UTC,8.95,,0,0,0,15,38,2,210,210,17,21,,,,,,,,,,,,,,,,,,USW00013739,2019-01-02 00:00:00 UTC,6.04,,0,0,0,42,43,37,140,140,12.1,15,,,,,,,,,,,,,,,,,
360075,2019,3,Wed,2019-01-09 00:00:00 UTC,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,13204,1320402,Orlando International,MCO,KMCO,31454,"Orlando, FL",FL,28.42,-81.3,1438,-29,0,0,-5,0,0,USW00094846,2019-01-09 00:00:00 UTC,13.65,,0,0,0,23,24,15,310,300,23,33.1,,,,,,,,,,,,,,,,,,USW00012815,2019-01-09 00:00:00 UTC,8.95,,0,0,0,65,73,53,320,320,17,21,,,,,,,,,,,,,,,,,
225350,2019,7,Sun,2019-01-06 00:00:00 UTC,11618,1161802,Newark Liberty International,EWR,KEWR,31703,"Newark, NJ",NJ,40.69,-74.16,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,1010,-28,0,0,-8,0,0,USW00014734,2019-01-06 00:00:00 UTC,14.99,,0,0,0,44,51,31,330,290,30,42.9,,,,,,,,,,,,,,,,,,USW00094847,2019-01-06 00:00:00 UTC,7.61,,0,0,0,39,42,32,10,10,15,19,,,,,,,,,,,,,,,,,
291636,2019,4,Thu,2019-01-31 00:00:00 UTC,14869,1486903,Salt Lake City International,SLC,KSLC,34614,"Salt Lake City, UT",UT,40.78,-111.97,12478,1247805,John F Kennedy International,JFK,KJFK,31703,"New York, NY",NY,40.63,-73.77,2118,19,19,1,-2,0,0,USW00024127,2019-01-31 00:00:00 UTC,3.36,,0,0,0,33,47,26,300,320,12.1,13,1,,,,,,,,,,,,,,,,,USW00014732,2019-01-31 00:00:00 UTC,14.54,,0,0,0,9,17,3,270,290,23.9,32,,,,,,,,,,,,,,,,,
467893,2019,1,Mon,2019-01-21 00:00:00 UTC,14869,1486903,Salt Lake City International,SLC,KSLC,34614,"Salt Lake City, UT",UT,40.78,-111.97,10620,1062003,Billings Logan International,BIL,KBIL,30620,"Billings, MT",MT,45.8,-108.54,1346,62,62,1,60,60,1,USW00024127,2019-01-21 00:00:00 UTC,13.87,,0.61,4,0,37,47,26,330,320,29.1,33.1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166939,2019,3,Wed,2019-01-30 00:00:00 UTC,11259,1125904,Dallas Love Field,DAL,KDAL,30194,"Dallas, TX",TX,32.84,-96.85,13204,1320402,Orlando International,MCO,KMCO,31454,"Orlando, FL",FL,28.42,-81.3,916,-9,0,0,1,1,0,USW00013960,2019-01-30 00:00:00 UTC,7.61,,0,0,0,43,52,35,170,170,16.1,19.9,,,,,,,,,,,,,,,,,,USW00012815,2019-01-30 00:00:00 UTC,10.51,,0,0,0,55,56,44,30,30,17,21,,,,,,,,,,,,,,,,,
161996,2019,1,Mon,2019-01-28 00:00:00 UTC,14679,1467903,San Diego International,SAN,KSAN,33570,"San Diego, CA",CA,32.7,-117.1,12191,1219102,William P Hobby,HOU,KHOU,31453,"Houston, TX",TX,29.64,-95.27,1805,-5,0,0,4,4,0,USW00023188,2019-01-28 00:00:00 UTC,2.91,,0,,,61,74,51,300,300,12.1,13,,,,,,,,,,,,,,,,,,USW00012918,2019-01-28 00:00:00 UTC,9.4,,0.15,,,57,72,47,340,340,32,38,1,,1,,,,,,,,,,,,,,
296643,2019,3,Wed,2019-01-09 00:00:00 UTC,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,14831,1483106,Norman Y. Mineta San Jose International,SJC,KSJC,32457,"San Jose, CA",CA,37.36,-121.92,1056,-6,0,0,-6,0,0,USW00094847,2019-01-09 00:00:00 UTC,16.33,,0.01,0.1,0,30,35,23,290,280,25.1,33.1,,,,,,,,1,,,,,,,,,,USW00023293,2019-01-09 00:00:00 UTC,7.83,,0.11,,,,61,50,130,130,23.9,30,1,,,,,,,1,,,,,,,,,
445481,2019,3,Wed,2019-01-16 00:00:00 UTC,11618,1161802,Newark Liberty International,EWR,KEWR,31703,"Newark, NJ",NJ,40.69,-74.16,11697,1169706,Fort Lauderdale Hollywood International,FLL,KFLL,32467,"Fort Lauderdale, FL",FL,26.07,-80.15,1937,-4,0,0,27,27,1,USW00014734,2019-01-16 00:00:00 UTC,10.29,,0,0,0,31,39,23,320,320,18.1,25.1,,,,,,,,,,,,,,,,,,USW00012849,2019-01-16 00:00:00 UTC,7.61,,0,,,60,74,51,330,340,14.1,17,,,,,,,,,,,,,,,,,
79474,2019,7,Sun,2019-01-06 00:00:00 UTC,11618,1161802,Newark Liberty International,EWR,KEWR,31703,"Newark, NJ",NJ,40.69,-74.16,14027,1402702,Palm Beach International,PBI,KPBI,34027,"West Palm Beach/Palm Beach, FL",FL,26.68,-80.09,114,37,37,1,62,62,1,USW00014734,2019-01-06 00:00:00 UTC,14.99,,0,0,0,44,51,31,330,290,30,42.9,,,,,,,,,,,,,,,,,,USW00012844,2019-01-06 00:00:00 UTC,6.26,,0,,,64,75,53,30,40,13,17,,,,,,,,,,,,,,,,,
339274,2019,3,Wed,2019-01-02 00:00:00 UTC,11298,1129806,Dallas Fort Worth International,DFW,KDFW,30194,"Dallas/Fort Worth, TX",TX,32.89,-97.03,12266,1226603,George Bush Intercontinental Houston,IAH,KIAH,31453,"Houston, TX",TX,29.98,-95.34,2102,122,122,1,105,105,1,USW00013961,2019-01-02 00:00:00 UTC,10.51,,0.56,,,,33,30,350,350,17,23,1,,,,,1,,,,,,,,,,,,USW00022521,2019-01-02 00:00:00 UTC,12.97,,0,,,78,85,74,80,80,25.9,35.1,,,,,,,,,,,,,,,,,
546341,2019,1,Mon,2019-01-07 00:00:00 UTC,11146,1114606,Yeager,CRW,KCRW,31146,"Charleston/Dunbar, WV",WV,38.37,-81.59,12266,1226603,George Bush Intercontinental Houston,IAH,KIAH,31453,"Houston, TX",TX,29.98,-95.34,1819,-16,0,0,-7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00022521,2019-01-07 00:00:00 UTC,6.71,,0,,,74,84,65,30,360,16.1,23,,,,,,,,,,,,,,,,,
292947,2019,4,Thu,2019-01-31 00:00:00 UTC,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,11193,1119302,Cincinnati Northern Kentucky International,CVG,KCVG,33105,"Cincinnati, OH",KY,39.04,-84.66,1131,-10,0,0,-4,0,0,USW00013874,2019-01-31 00:00:00 UTC,2.91,,0,0,0,37,53,27,280,300,8.9,13,,,,,,,,,,,,,,,,,,USW00093812,2019-01-31 00:00:00 UTC,5.37,,0,,,,18,-2,50,50,10.1,13,,,,,,,,,,,,,,,,,
342547,2019,7,Sun,2019-01-13 00:00:00 UTC,11921,1192102,Grand Junction Regional,GJT,KGJT,31921,"Grand Junction, CO",CO,39.12,-108.52,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,1400,-9,0,0,-9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00003017,2019-01-13 00:00:00 UTC,7.61,,0,0,0,25,35,17,180,170,14.1,15,,,,,,,,,,,,,,,,,
287003,2019,3,Wed,2019-01-16 00:00:00 UTC,12266,1226603,George Bush Intercontinental Houston,IAH,KIAH,31453,"Houston, TX",TX,29.98,-95.34,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,954,-17,0,0,-3,0,0,USW00022521,2019-01-16 00:00:00 UTC,6.93,,0,,,75,84,66,230,190,16.1,19.9,,,,,,,,,,,,,,,,,,USW00013874,2019-01-16 00:00:00 UTC,7.61,,0,0,0,38,53,30,320,330,13,16.1,1,,,,,,,1,,,,,,,,,
413401,2019,2,Tue,2019-01-15 00:00:00 UTC,11066,1106606,John Glenn Columbus International,CMH,KCMH,31066,"Columbus, OH",OH,39.99,-82.89,13232,1323202,Chicago Midway International,MDW,KMDW,30977,"Chicago, IL",IL,41.78,-87.75,2052,2,2,0,-3,0,0,USW00004804,2019-01-15 00:00:00 UTC,7.83,,0,,,,30,12,230,230,19.9,25.9,1,,,,,,,,,,,,,,,,,USW00094846,2019-01-15 00:00:00 UTC,11.18,,0,0,1.2,26,32,24,220,220,21,31.1,1,,,,,1,,,,,,,,,,,
